company,time,area,location,waste_generated,quality_grade,selling_price
Adani Group,19/11/2021,3992,Chennai,106.0,Q3,280056
Tata Group,19/08/2022,4535,Delhi,111.0,Q3,320555
Infosys,05/05/2023,3533,Mumbai,90.0,Q2,258643
Tata Group,17/03/2023,3047,Mumbai,96.0,Q2,276771
Infosys,28/05/2021,2072,Kolkata,101.0,Q3,266666
Reliance Industries,24/02/2023,4822,Delhi,128.0,Q3,369479
Infosys,27/01/2023,4570,Chennai,97.0,Q2,255578
Adani Group,22/07/2022,1360,Chennai,56.0,Q2,147899
Reliance Industries,27/10/2023,1360,Kolkata,101.0,Q3,265901
Tata Group,17/03/2023,2845,Kolkata,65.0,Q1,171664
Adani Group,01/01/2021,1848,Kolkata,43.0,Q1,113206
Tata Group,10/09/2021,3721,Chennai,89.0,Q1,234821
Satya Papers,30/12/2022,3751,Kolkata,120.0,Q3,317399
Adani Group,01/09/2023,4877,Bangalore,93.0,Q2,269174
Reliance Industries,31/12/2021,2886,Chennai,89.0,Q1,233939
Satya Papers,16/09/2022,3254,Bangalore,68.0,Q1,196962
Reliance Industries,23/06/2023,1709,Kolkata,24.0,Q1,62439
Satya Papers,23/04/2021,1973,Kolkata,96.0,Q2,252788
Adani Group,30/04/2021,2818,Chennai,92.0,Q1,242634
Satya Papers,06/08/2021,4882,Kolkata,108.0,Q3,283978
Reliance Industries,31/12/2021,1177,Bangalore,55.0,Q1,157794
Infosys,21/04/2023,1450,Kolkata,40.0,Q1,104659
Tata Group,28/04/2023,1444,Bangalore,58.0,Q2,166200
Infosys,21/07/2023,3735,Bangalore,58.0,Q2,166156
Adani Group,31/03/2023,2203,Delhi,92.0,Q1,264601
Satya Papers,02/04/2021,1314,Delhi,78.0,Q1,225496
Adani Group,09/04/2021,3781,Bangalore,83.0,Q1,238362
Infosys,27/10/2023,2457,Mumbai,93.0,Q1,267207
Infosys,04/02/2022,3232,Mumbai,115.0,Q3,330722
Adani Group,19/03/2021,1344,Delhi,73.0,Q2,209141
Tata Group,01/10/2021,4160,Mumbai,141.0,Q3,405312
Adani Group,30/12/2022,3335,Delhi,104.0,Q3,299930
Tata Group,13/05/2022,3067,Bangalore,64.0,Q1,184089
Infosys,06/10/2023,1213,Delhi,35.0,Q1,100210
Adani Group,24/03/2023,4437,Bangalore,98.0,Q1,281047
Satya Papers,06/08/2021,4831,Bangalore,95.0,Q2,272780
Infosys,01/01/2021,3003,Bangalore,71.0,Q2,203939
Adani Group,06/05/2022,3915,Chennai,86.0,Q1,227909
Reliance Industries,04/02/2022,1341,Chennai,37.0,Q1,97892
Tata Group,26/02/2021,1389,Delhi,58.0,Q1,167813
Adani Group,10/03/2023,2414,Delhi,108.0,Q3,311912
Tata Group,24/11/2023,4791,Delhi,117.0,Q3,336033
Satya Papers,25/08/2023,2351,Bangalore,89.0,Q1,257322
Tata Group,19/02/2021,3475,Bangalore,77.0,Q1,221364
Satya Papers,19/11/2021,1604,Mumbai,63.0,Q1,181365
Reliance Industries,01/04/2022,4240,Mumbai,86.0,Q1,248158
Satya Papers,02/12/2022,3616,Bangalore,87.0,Q2,250208
Adani Group,20/10/2023,4661,Chennai,98.0,Q2,259147
Adani Group,12/02/2021,3695,Kolkata,59.0,Q1,154710
Adani Group,11/06/2021,4670,Mumbai,75.0,Q2,216664
Adani Group,05/02/2021,4325,Bangalore,106.0,Q3,305964
Tata Group,06/01/2023,2027,Delhi,47.0,Q1,136564
Adani Group,23/12/2022,2702,Bangalore,68.0,Q1,195280
Reliance Industries,10/12/2021,3790,Delhi,63.0,Q1,182758
Tata Group,02/12/2022,2387,Mumbai,71.0,Q1,205180
Tata Group,15/04/2022,2057,Delhi,65.0,Q2,187398
Adani Group,20/05/2022,2931,Delhi,79.0,Q1,228163
Satya Papers,24/09/2021,1425,Bangalore,27.0,Q1,77051
Tata Group,28/10/2022,2124,Kolkata,60.0,Q2,157651
Infosys,18/02/2022,1727,Mumbai,103.0,Q3,295832
Satya Papers,26/02/2021,4061,Chennai,100.0,Q3,264645
Satya Papers,21/04/2023,1923,Kolkata,89.0,Q2,234861
Satya Papers,24/11/2023,2341,Chennai,73.0,Q2,192800
Satya Papers,18/11/2022,1106,Kolkata,85.0,Q1,224121
Infosys,10/09/2021,3542,Bangalore,75.0,Q1,215758
Infosys,15/04/2022,4034,Bangalore,136.0,Q3,391233
Satya Papers,04/08/2023,3633,Delhi,67.0,Q1,192119
Infosys,25/11/2022,3389,Delhi,73.0,Q2,210913
Infosys,19/03/2021,4524,Mumbai,102.0,Q3,292867
Satya Papers,30/12/2022,4236,Delhi,70.0,Q2,202456
Adani Group,29/07/2022,4396,Chennai,120.0,Q3,316188
Tata Group,20/08/2021,3407,Kolkata,105.0,Q3,277104
Reliance Industries,30/09/2022,3122,Mumbai,86.0,Q1,247796
Infosys,02/07/2021,4210,Bangalore,84.0,Q1,242442
Tata Group,30/07/2021,1845,Kolkata,43.0,Q1,113617
Reliance Industries,02/07/2021,1138,Kolkata,47.0,Q1,124897
Tata Group,29/01/2021,2648,Bangalore,98.0,Q2,281412
Satya Papers,14/01/2022,4914,Bangalore,145.0,Q3,418851
Infosys,18/03/2022,4377,Delhi,83.0,Q1,239482
Infosys,06/01/2023,3451,Chennai,84.0,Q1,222188
Satya Papers,02/06/2023,4031,Bangalore,122.0,Q3,350959
Infosys,29/09/2023,1951,Mumbai,82.0,Q1,235830
Infosys,05/08/2022,1448,Mumbai,62.0,Q2,178761
Adani Group,18/11/2022,1018,Delhi,49.0,Q1,140323
Tata Group,13/10/2023,1375,Mumbai,9.0,Q1,26304
Reliance Industries,29/09/2023,4723,Bangalore,89.0,Q1,256939
Adani Group,27/08/2021,1472,Delhi,75.0,Q2,216640
Adani Group,09/04/2021,3305,Kolkata,83.0,Q1,219876
Satya Papers,07/01/2022,4566,Bangalore,119.0,Q3,341601
Reliance Industries,21/10/2022,2353,Mumbai,84.0,Q2,241313
Infosys,09/04/2021,2389,Chennai,30.0,Q1,78208
Satya Papers,05/03/2021,1219,Chennai,47.0,Q1,124273
Adani Group,24/09/2021,2934,Kolkata,77.0,Q1,202740
Reliance Industries,14/07/2023,4335,Bangalore,70.0,Q2,202846
Reliance Industries,26/03/2021,4678,Chennai,95.0,Q1,251237
Tata Group,26/02/2021,4685,Delhi,127.0,Q3,365646
Adani Group,21/05/2021,3052,Kolkata,120.0,Q3,316540
Satya Papers,15/07/2022,2493,Chennai,80.0,Q1,210637
Tata Group,22/10/2021,4735,Bangalore,116.0,Q3,333993
Infosys,04/11/2022,3851,Delhi,120.0,Q3,346909
Reliance Industries,17/09/2021,4320,Delhi,86.0,Q1,247348
Satya Papers,08/09/2023,2734,Mumbai,96.0,Q2,277784
Reliance Industries,05/02/2021,1251,Delhi,59.0,Q1,168939
Adani Group,08/01/2021,4482,Delhi,66.0,Q2,188775
Tata Group,10/12/2021,3309,Delhi,70.0,Q1,200600
Reliance Industries,22/10/2021,1252,Delhi,33.0,Q1,95942
Reliance Industries,31/12/2021,3502,Delhi,105.0,Q3,302424
Reliance Industries,08/07/2022,4136,Chennai,138.0,Q3,364440
Tata Group,10/09/2021,3581,Bangalore,78.0,Q2,223352
Tata Group,29/07/2022,4148,Chennai,95.0,Q1,251854
Adani Group,27/08/2021,2941,Delhi,65.0,Q2,186384
Infosys,17/02/2023,1720,Kolkata,68.0,Q1,180368
Tata Group,06/01/2023,1561,Chennai,66.0,Q1,174360
Reliance Industries,07/07/2023,3133,Chennai,102.0,Q3,269012
Infosys,22/04/2022,3701,Chennai,115.0,Q3,303153
Tata Group,04/08/2023,3737,Kolkata,66.0,Q1,174298
Reliance Industries,09/09/2022,2829,Bangalore,122.0,Q3,352278
Adani Group,28/05/2021,1827,Kolkata,94.0,Q2,247827
Reliance Industries,13/10/2023,4404,Mumbai,131.0,Q3,377839
Reliance Industries,30/07/2021,4481,Kolkata,91.0,Q2,239988
Tata Group,01/04/2022,1438,Delhi,87.0,Q2,250477
Satya Papers,01/10/2021,3512,Kolkata,123.0,Q3,323615
Tata Group,07/10/2022,1196,Kolkata,76.0,Q2,200783
Adani Group,12/05/2023,1979,Delhi,55.0,Q1,158914
Infosys,10/11/2023,3534,Mumbai,72.0,Q2,206388
Satya Papers,12/02/2021,2847,Chennai,66.0,Q2,175198
Satya Papers,14/01/2022,3416,Chennai,80.0,Q1,211631
Adani Group,15/04/2022,3357,Bangalore,94.0,Q2,269408
Tata Group,27/01/2023,2753,Chennai,109.0,Q3,286992
Tata Group,18/06/2021,3363,Bangalore,66.0,Q1,190062
Satya Papers,02/04/2021,1402,Delhi,69.0,Q2,197722
Infosys,24/02/2023,4402,Mumbai,85.0,Q1,244612
Satya Papers,18/08/2023,2938,Kolkata,71.0,Q2,186780
Satya Papers,16/04/2021,1519,Mumbai,63.0,Q1,182836
Reliance Industries,06/10/2023,2278,Mumbai,91.0,Q2,261191
Reliance Industries,17/11/2023,4181,Kolkata,88.0,Q1,233054
Satya Papers,12/02/2021,2761,Kolkata,70.0,Q1,184907
Satya Papers,01/12/2023,4730,Chennai,87.0,Q2,229511
Satya Papers,24/06/2022,3685,Chennai,112.0,Q3,295338
Satya Papers,11/06/2021,2953,Bangalore,63.0,Q1,180599
Infosys,28/01/2022,4547,Kolkata,103.0,Q3,270610
Tata Group,20/05/2022,4026,Chennai,72.0,Q2,189737
Satya Papers,17/03/2023,3235,Chennai,70.0,Q2,186080
Tata Group,23/09/2022,3215,Mumbai,111.0,Q3,320163
Infosys,15/10/2021,3861,Bangalore,109.0,Q3,314809
Tata Group,01/01/2021,4798,Bangalore,55.0,Q1,158911
Tata Group,01/12/2023,2851,Bangalore,43.0,Q1,123476
Tata Group,02/07/2021,3248,Bangalore,70.0,Q1,202642
Satya Papers,25/06/2021,3941,Delhi,48.0,Q1,138414
Satya Papers,26/05/2023,2174,Mumbai,94.0,Q2,271512
Satya Papers,16/12/2022,3769,Chennai,66.0,Q1,175042
Satya Papers,17/11/2023,1019,Chennai,53.0,Q1,138884
Satya Papers,16/07/2021,1989,Kolkata,66.0,Q2,172998
Reliance Industries,02/12/2022,3833,Bangalore,76.0,Q1,219029
Satya Papers,14/04/2023,3906,Bangalore,84.0,Q2,241589
Satya Papers,03/03/2023,2944,Kolkata,131.0,Q3,345844
Infosys,12/03/2021,1448,Delhi,61.0,Q2,176212
Adani Group,05/03/2021,3156,Kolkata,64.0,Q2,168140
Satya Papers,21/01/2022,3102,Chennai,109.0,Q3,288101
Adani Group,13/01/2023,1908,Mumbai,93.0,Q1,268583
Reliance Industries,04/03/2022,3216,Bangalore,90.0,Q1,258368
Reliance Industries,02/04/2021,2869,Mumbai,77.0,Q2,221193
Infosys,22/01/2021,4894,Delhi,77.0,Q2,221174
Satya Papers,31/12/2021,3432,Kolkata,79.0,Q1,207894
Satya Papers,23/06/2023,1016,Delhi,63.0,Q2,180171
Satya Papers,05/02/2021,2821,Delhi,120.0,Q3,346044
Satya Papers,09/07/2021,2428,Bangalore,78.0,Q2,225358
Satya Papers,30/04/2021,2671,Bangalore,56.0,Q2,160932
Adani Group,18/03/2022,1940,Bangalore,72.0,Q2,208785
Satya Papers,24/12/2021,3426,Kolkata,106.0,Q3,280475
Infosys,21/04/2023,3814,Bangalore,96.0,Q1,276662
Tata Group,24/03/2023,2216,Kolkata,84.0,Q1,221171
Infosys,03/12/2021,3138,Chennai,91.0,Q2,239480
Reliance Industries,08/12/2023,2159,Chennai,70.0,Q2,185289
Reliance Industries,20/05/2022,4640,Mumbai,55.0,Q1,157616
Tata Group,29/04/2022,4312,Delhi,72.0,Q1,207966
Satya Papers,24/11/2023,1907,Chennai,95.0,Q1,251297
Tata Group,08/07/2022,2891,Mumbai,96.0,Q1,276091
Satya Papers,14/10/2022,4729,Chennai,106.0,Q3,280707
Tata Group,19/08/2022,3104,Chennai,42.0,Q1,110708
Satya Papers,01/10/2021,1562,Delhi,81.0,Q1,234360
Tata Group,10/02/2023,1027,Bangalore,44.0,Q1,128014
Reliance Industries,09/07/2021,4516,Bangalore,110.0,Q3,317194
Satya Papers,27/01/2023,2066,Bangalore,69.0,Q2,199755
Satya Papers,25/03/2022,4993,Bangalore,78.0,Q2,225639
Infosys,26/11/2021,4205,Mumbai,84.0,Q2,242666
Reliance Industries,17/06/2022,1121,Kolkata,57.0,Q1,150500
Reliance Industries,24/03/2023,1509,Delhi,100.0,Q3,288045
Satya Papers,11/06/2021,4506,Chennai,68.0,Q2,180406
Reliance Industries,04/03/2022,1324,Chennai,89.0,Q1,235131
Reliance Industries,18/02/2022,4085,Delhi,127.0,Q3,366010
Infosys,22/01/2021,3345,Kolkata,79.0,Q1,207509
Adani Group,01/09/2023,2983,Bangalore,101.0,Q3,291143
Infosys,13/01/2023,2860,Delhi,61.0,Q2,176156
Satya Papers,10/03/2023,3765,Kolkata,79.0,Q1,208999
Infosys,12/03/2021,4059,Chennai,88.0,Q1,231164
Satya Papers,16/12/2022,2113,Chennai,67.0,Q2,177895
Infosys,07/04/2023,1614,Bangalore,84.0,Q2,242824
Tata Group,24/03/2023,4267,Chennai,100.0,Q2,263324
Satya Papers,29/09/2023,3870,Delhi,100.0,Q1,287206
Adani Group,20/10/2023,2230,Bangalore,84.0,Q1,243109
Reliance Industries,01/07/2022,1592,Chennai,61.0,Q1,160686
Reliance Industries,17/09/2021,1799,Bangalore,81.0,Q1,234221
Satya Papers,15/12/2023,1090,Bangalore,81.0,Q2,232877
Infosys,12/11/2021,4878,Bangalore,70.0,Q2,202722
Tata Group,02/04/2021,1402,Delhi,58.0,Q1,166234
Satya Papers,03/03/2023,1112,Mumbai,42.0,Q1,120143
Adani Group,14/07/2023,2534,Delhi,87.0,Q2,250645
Reliance Industries,09/07/2021,2836,Bangalore,81.0,Q2,234567
Infosys,05/11/2021,4607,Delhi,88.0,Q2,253162
Infosys,09/09/2022,4331,Mumbai,113.0,Q3,325525
Satya Papers,20/10/2023,1536,Bangalore,67.0,Q2,191799
Satya Papers,20/05/2022,4004,Delhi,94.0,Q1,271157
Tata Group,31/12/2021,3631,Chennai,33.0,Q1,86422
Tata Group,29/04/2022,2712,Bangalore,52.0,Q2,150559
Adani Group,28/01/2022,3217,Bangalore,107.0,Q3,308905
Tata Group,18/11/2022,1067,Delhi,27.0,Q1,79005
Satya Papers,06/01/2023,3218,Chennai,83.0,Q1,217876
Satya Papers,12/05/2023,1992,Delhi,101.0,Q3,289520
Adani Group,20/08/2021,2799,Mumbai,84.0,Q1,242505
Satya Papers,28/04/2023,4482,Chennai,114.0,Q3,301164
Reliance Industries,25/06/2021,3953,Kolkata,86.0,Q1,225959
Tata Group,23/06/2023,3210,Delhi,94.0,Q2,270175
Tata Group,30/12/2022,1127,Kolkata,32.0,Q1,83582
Adani Group,05/05/2023,4075,Bangalore,103.0,Q3,295470
Reliance Industries,04/08/2023,1659,Mumbai,43.0,Q1,124264
Adani Group,13/08/2021,1855,Bangalore,73.0,Q1,209888
Adani Group,16/12/2022,1228,Mumbai,94.0,Q2,269477
Adani Group,04/02/2022,1836,Mumbai,67.0,Q2,194242
Reliance Industries,15/12/2023,4379,Chennai,103.0,Q3,271192
Reliance Industries,24/11/2023,2152,Bangalore,73.0,Q2,209563
Tata Group,23/07/2021,3838,Kolkata,88.0,Q2,233202
Adani Group,07/01/2022,4949,Mumbai,106.0,Q3,304831
Reliance Industries,11/08/2023,2280,Kolkata,80.0,Q2,210550
Reliance Industries,02/07/2021,4844,Chennai,87.0,Q1,229401
Tata Group,29/01/2021,1500,Bangalore,65.0,Q2,187489
Reliance Industries,03/02/2023,3094,Chennai,87.0,Q1,228417
Reliance Industries,20/05/2022,3483,Mumbai,69.0,Q2,198736
Adani Group,01/07/2022,4777,Chennai,68.0,Q2,180656
Tata Group,08/12/2023,3216,Kolkata,78.0,Q1,205811
Satya Papers,18/02/2022,1649,Bangalore,100.0,Q3,289215
Satya Papers,22/07/2022,3694,Delhi,125.0,Q3,360008
Reliance Industries,10/02/2023,1296,Delhi,80.0,Q1,229686
Reliance Industries,08/12/2023,4601,Bangalore,109.0,Q3,314620
Satya Papers,12/05/2023,2560,Bangalore,94.0,Q2,271794
Satya Papers,23/04/2021,1251,Delhi,83.0,Q2,238147
Adani Group,30/09/2022,4322,Delhi,82.0,Q1,237479
Adani Group,26/05/2023,3183,Delhi,66.0,Q1,191335
Reliance Industries,02/12/2022,2473,Bangalore,70.0,Q1,200844
Satya Papers,17/03/2023,1881,Delhi,57.0,Q2,163294
Tata Group,13/01/2023,3299,Mumbai,89.0,Q1,255736
Tata Group,16/07/2021,1693,Delhi,73.0,Q1,210948
Adani Group,25/02/2022,4250,Chennai,71.0,Q2,188098
Tata Group,19/03/2021,2617,Bangalore,68.0,Q1,194619
Reliance Industries,25/02/2022,3509,Mumbai,88.0,Q2,254244
Reliance Industries,01/01/2021,1846,Delhi,64.0,Q2,184305
Reliance Industries,09/06/2023,4009,Mumbai,83.0,Q1,238825
Reliance Industries,04/03/2022,3494,Chennai,93.0,Q1,246152
Reliance Industries,22/12/2023,4304,Kolkata,96.0,Q1,252694
Infosys,19/11/2021,1773,Delhi,62.0,Q1,178685
Reliance Industries,23/12/2022,4138,Delhi,74.0,Q2,212449
Satya Papers,26/03/2021,4763,Kolkata,80.0,Q1,211028
Satya Papers,07/05/2021,3054,Chennai,102.0,Q3,269110
Satya Papers,12/03/2021,3423,Kolkata,86.0,Q1,226058
Satya Papers,20/05/2022,1923,Mumbai,65.0,Q2,186842
Infosys,30/12/2022,4509,Chennai,113.0,Q3,298733
Satya Papers,02/12/2022,2772,Bangalore,68.0,Q2,195554
Infosys,21/04/2023,3941,Chennai,83.0,Q1,218269
Reliance Industries,12/05/2023,2549,Kolkata,56.0,Q1,146954
Tata Group,02/04/2021,3072,Chennai,78.0,Q1,205336
Satya Papers,11/08/2023,1578,Mumbai,56.0,Q1,161384
Adani Group,03/09/2021,1860,Chennai,64.0,Q2,168152
Tata Group,17/06/2022,4072,Mumbai,82.0,Q1,235924
Tata Group,12/03/2021,3218,Kolkata,78.0,Q2,206294
Tata Group,11/08/2023,2174,Delhi,63.0,Q2,181962
Reliance Industries,11/02/2022,1746,Chennai,48.0,Q1,126651
Tata Group,20/08/2021,3948,Mumbai,105.0,Q3,301812
Satya Papers,10/11/2023,2530,Kolkata,105.0,Q3,277836
Infosys,24/02/2023,3186,Mumbai,65.0,Q1,186664
Tata Group,03/02/2023,3474,Kolkata,104.0,Q3,275092
Infosys,10/06/2022,4633,Bangalore,92.0,Q2,265142
Tata Group,24/09/2021,4108,Chennai,64.0,Q2,170078
Satya Papers,31/12/2021,3117,Mumbai,63.0,Q1,182519
Infosys,05/05/2023,1062,Bangalore,67.0,Q2,192360
Infosys,07/10/2022,3807,Chennai,111.0,Q3,293421
Satya Papers,25/11/2022,1145,Mumbai,52.0,Q2,150862
Reliance Industries,05/05/2023,3045,Delhi,65.0,Q2,186669
Reliance Industries,08/04/2022,1959,Bangalore,73.0,Q2,211581
Adani Group,20/08/2021,1122,Chennai,105.0,Q3,278020
Tata Group,04/02/2022,4489,Kolkata,101.0,Q3,265576
Adani Group,19/02/2021,3668,Bangalore,64.0,Q1,185159
Reliance Industries,03/03/2023,2622,Mumbai,87.0,Q2,249427
Adani Group,07/05/2021,2685,Mumbai,69.0,Q1,197301
Adani Group,31/12/2021,3371,Mumbai,94.0,Q1,269873
Tata Group,22/10/2021,4658,Mumbai,114.0,Q3,328630
Satya Papers,13/01/2023,4297,Chennai,66.0,Q2,174802
Infosys,27/08/2021,2265,Delhi,85.0,Q1,244316
Infosys,26/03/2021,3147,Mumbai,92.0,Q2,264821
Reliance Industries,24/03/2023,1626,Chennai,105.0,Q3,276758
Infosys,03/11/2023,1977,Bangalore,61.0,Q2,175425
Satya Papers,20/05/2022,3861,Delhi,66.0,Q1,189319
Tata Group,27/01/2023,4526,Mumbai,66.0,Q2,191088
Reliance Industries,21/04/2023,3859,Kolkata,63.0,Q2,167104
Infosys,05/02/2021,2341,Mumbai,86.0,Q2,246410
Tata Group,11/11/2022,1805,Delhi,75.0,Q2,216892
Reliance Industries,20/08/2021,3034,Delhi,105.0,Q3,302579
Tata Group,09/06/2023,2258,Chennai,29.0,Q1,77472
Adani Group,29/09/2023,2947,Kolkata,83.0,Q2,219545
Adani Group,01/04/2022,4602,Kolkata,90.0,Q1,238261
Adani Group,10/11/2023,3662,Kolkata,112.0,Q3,295629
Tata Group,30/06/2023,3760,Kolkata,92.0,Q2,242855
Infosys,27/01/2023,3337,Mumbai,67.0,Q1,193746
Reliance Industries,30/09/2022,2301,Delhi,77.0,Q2,222548
Satya Papers,14/07/2023,4257,Kolkata,56.0,Q2,149037
Satya Papers,01/01/2021,2533,Delhi,57.0,Q1,164235
Tata Group,28/04/2023,2962,Kolkata,67.0,Q1,177261
Adani Group,22/07/2022,4205,Kolkata,104.0,Q3,275039
Satya Papers,07/10/2022,4087,Bangalore,129.0,Q3,371019
Tata Group,09/06/2023,4116,Chennai,115.0,Q3,302914
Tata Group,12/08/2022,4603,Mumbai,110.0,Q3,316604
Satya Papers,05/03/2021,2666,Kolkata,105.0,Q3,276103
Adani Group,10/12/2021,3725,Kolkata,64.0,Q2,170139
Tata Group,07/10/2022,2621,Bangalore,94.0,Q2,270088
Tata Group,11/06/2021,2979,Bangalore,51.0,Q1,146139
Tata Group,24/11/2023,1144,Chennai,65.0,Q2,171306
Reliance Industries,03/12/2021,4028,Delhi,99.0,Q1,286276
Satya Papers,23/12/2022,1798,Kolkata,80.0,Q2,209887
Reliance Industries,08/04/2022,2062,Kolkata,48.0,Q1,125529
Reliance Industries,12/11/2021,1148,Mumbai,82.0,Q2,236891
Reliance Industries,24/03/2023,2023,Mumbai,97.0,Q2,280116
Satya Papers,10/03/2023,3520,Delhi,92.0,Q1,263915
Reliance Industries,04/02/2022,1044,Kolkata,74.0,Q2,194442
Reliance Industries,27/08/2021,2030,Chennai,57.0,Q2,151606
Adani Group,11/03/2022,1701,Mumbai,48.0,Q1,139596
Satya Papers,05/02/2021,3274,Chennai,140.0,Q3,370613
Satya Papers,25/02/2022,4645,Delhi,64.0,Q1,183352
Tata Group,28/01/2022,1928,Delhi,59.0,Q2,169396
Adani Group,07/01/2022,1920,Kolkata,34.0,Q1,89097
Adani Group,08/01/2021,2527,Chennai,63.0,Q2,167381
Reliance Industries,09/04/2021,3519,Delhi,85.0,Q1,243760
Reliance Industries,17/02/2023,4424,Bangalore,96.0,Q2,277803
Reliance Industries,18/11/2022,4794,Delhi,89.0,Q2,256913
Infosys,20/05/2022,1266,Kolkata,89.0,Q2,234037
Infosys,28/10/2022,1972,Bangalore,63.0,Q2,181157
Adani Group,19/08/2022,3926,Bangalore,86.0,Q2,246368
Infosys,02/12/2022,3566,Chennai,109.0,Q3,288412
Satya Papers,26/02/2021,2491,Bangalore,67.0,Q2,193443
Adani Group,16/04/2021,4545,Mumbai,116.0,Q3,334103
Adani Group,30/12/2022,4248,Mumbai,75.0,Q2,214844
Reliance Industries,31/12/2021,1553,Mumbai,67.0,Q1,193962
Satya Papers,08/09/2023,2751,Bangalore,38.0,Q1,110181
Reliance Industries,05/03/2021,2195,Mumbai,58.0,Q1,167511
Adani Group,03/12/2021,2173,Kolkata,67.0,Q2,177119
Satya Papers,30/06/2023,3641,Bangalore,107.0,Q3,306957
Adani Group,06/08/2021,1282,Kolkata,49.0,Q1,130262
Tata Group,16/12/2022,1637,Delhi,49.0,Q1,141786
Reliance Industries,08/07/2022,2722,Bangalore,80.0,Q2,231457
Satya Papers,08/12/2023,4273,Mumbai,70.0,Q2,202501
Reliance Industries,18/03/2022,4160,Chennai,122.0,Q3,322865
Satya Papers,01/10/2021,3891,Bangalore,84.0,Q2,242987
Tata Group,22/01/2021,4865,Kolkata,113.0,Q3,299355
Infosys,10/06/2022,2406,Kolkata,93.0,Q1,245369
Tata Group,03/06/2022,3802,Chennai,60.0,Q2,158418
Satya Papers,06/08/2021,3098,Delhi,81.0,Q2,234171
Adani Group,08/04/2022,1972,Bangalore,63.0,Q1,181712
Adani Group,08/12/2023,3782,Bangalore,105.0,Q3,303456
Infosys,09/07/2021,3891,Delhi,58.0,Q2,166285
Adani Group,24/09/2021,1597,Delhi,85.0,Q1,244689
Reliance Industries,23/12/2022,2291,Bangalore,60.0,Q1,173131
Satya Papers,17/11/2023,2764,Delhi,81.0,Q1,233601
Adani Group,21/04/2023,4913,Kolkata,118.0,Q3,311238
Reliance Industries,29/10/2021,1281,Kolkata,55.0,Q2,146139
Tata Group,06/10/2023,4591,Bangalore,101.0,Q3,290158
Reliance Industries,03/12/2021,3916,Mumbai,96.0,Q2,275557
Infosys,01/04/2022,1442,Bangalore,78.0,Q2,224325
Tata Group,08/07/2022,1187,Chennai,77.0,Q2,203932
Infosys,04/06/2021,2250,Kolkata,85.0,Q1,223185
Satya Papers,18/03/2022,1981,Kolkata,42.0,Q1,111837
Reliance Industries,22/04/2022,1428,Delhi,47.0,Q1,135491
Adani Group,28/07/2023,1886,Mumbai,79.0,Q1,226977
Reliance Industries,12/11/2021,4818,Chennai,86.0,Q1,226750
Adani Group,03/12/2021,1212,Kolkata,66.0,Q2,175430
Satya Papers,23/12/2022,4410,Mumbai,118.0,Q3,340387
Satya Papers,27/01/2023,4546,Bangalore,103.0,Q3,297466
Satya Papers,14/07/2023,4969,Bangalore,120.0,Q3,346426
Satya Papers,15/09/2023,3364,Kolkata,105.0,Q3,277110
Infosys,08/04/2022,1387,Delhi,34.0,Q1,96554
Tata Group,19/08/2022,1847,Kolkata,59.0,Q1,156888
Reliance Industries,30/12/2022,4043,Delhi,94.0,Q2,271804
Infosys,16/04/2021,4051,Chennai,74.0,Q2,195250
Satya Papers,03/12/2021,3895,Mumbai,106.0,Q3,305773
Tata Group,19/02/2021,2137,Mumbai,78.0,Q1,223670
Reliance Industries,18/03/2022,1155,Bangalore,60.0,Q2,171681
Satya Papers,08/12/2023,3718,Mumbai,115.0,Q3,330104
Tata Group,03/11/2023,4940,Mumbai,117.0,Q3,337545
Adani Group,01/09/2023,4163,Chennai,91.0,Q1,240409
Reliance Industries,03/09/2021,3062,Kolkata,109.0,Q3,287103
Satya Papers,24/12/2021,4046,Chennai,94.0,Q2,248915
Tata Group,23/12/2022,1159,Bangalore,55.0,Q2,158064
Adani Group,22/04/2022,2067,Bangalore,79.0,Q2,227181
Satya Papers,02/07/2021,4343,Bangalore,104.0,Q3,299667
Satya Papers,21/10/2022,4641,Mumbai,87.0,Q1,250522
Satya Papers,08/10/2021,4880,Kolkata,90.0,Q1,237941
Satya Papers,18/02/2022,2570,Mumbai,60.0,Q2,173213
Reliance Industries,21/04/2023,1516,Kolkata,34.0,Q1,88730
Satya Papers,27/05/2022,2938,Bangalore,105.0,Q3,301187
Reliance Industries,20/10/2023,2948,Bangalore,64.0,Q1,184339
Adani Group,25/06/2021,2521,Bangalore,58.0,Q2,165983
Tata Group,18/02/2022,2128,Delhi,42.0,Q1,121687
Satya Papers,09/06/2023,3467,Bangalore,52.0,Q1,149614
Reliance Industries,15/01/2021,2587,Kolkata,121.0,Q3,318258
Infosys,14/05/2021,3564,Mumbai,53.0,Q1,152167
Adani Group,08/12/2023,2883,Chennai,85.0,Q1,223714
Reliance Industries,11/08/2023,4543,Mumbai,85.0,Q2,244505
Adani Group,27/08/2021,1740,Chennai,51.0,Q1,135798
Tata Group,17/02/2023,4681,Delhi,100.0,Q3,288091
Satya Papers,31/03/2023,4788,Bangalore,108.0,Q3,310074
Reliance Industries,16/07/2021,3549,Bangalore,109.0,Q3,314396
Satya Papers,07/05/2021,4349,Kolkata,89.0,Q2,236034
Infosys,10/11/2023,2558,Bangalore,71.0,Q2,205779
Satya Papers,20/01/2023,4203,Delhi,87.0,Q2,250851
